0	363188
1	946119
2	562134
3	1223190
4	237188
5	1230294
6	310829
7	306180
8	537658
9	1135236
10	414020
11	340894
12	1184393
13	540465
14	1469279
15	450307
16	392707
17	199122
18	978224
19	415510
20	1132358
21	232453
22	730002
23	750716
24	417333
25	434879
26	1486611
27	437112
28	356736
29	232841
30	233484
31	270973
32	437574
33	428510
34	1490181
35	521610
36	255074
37	663603
38	597885
39	388838
40	1207503
41	890120
42	408041
43	870365
44	437218
45	428778
46	270148
47	929304
48	1439672
49	846688
50	339325
51	1091679
52	545580
53	670854
54	496359
55	827483
56	1233659
57	1119040
58	274572
59	1016236
60	1350745
61	1422001
62	1360945
63	371811
64	1450650
65	808885
66	809448
67	956739
68	1168366
69	352607
70	1076115
71	473922
72	429709
73	962053
74	1385191
75	877255
76	197857
77	1040151
78	852381
79	551854
80	1073163
81	225637
82	843982
83	480309
84	544086
85	366395
86	1028967
87	1510456
88	1390728
89	1441499
90	1117639
91	312990
92	679324
93	529081
94	919759
95	496802
96	1299600
97	901488
98	505469
99	585671
100	474369
101	188060
102	1220278
103	1476234
104	1226555
105	1045107
106	794193
107	530326
108	342545
109	1101178
110	1142694
111	839595
112	938349
113	987785
114	529414
115	860006
116	333126
117	999746
118	188167
119	342343
120	447632
121	230880
122	182838
123	1409729
124	254251
125	583893
126	621870
127	640034
128	1082492
129	233224
130	1362911
131	349419
132	380642
133	239283
134	717579
135	785739
136	1498452
137	524883
138	428962
139	224009
140	645310
141	381676
142	677071
143	486121
144	1097449
145	1179952
146	1030539
147	1485356
148	1318946
149	392221
150	382785
151	894767
152	803570
153	1125139
154	391705
155	1110144
156	192714
157	387286
158	379524
159	1125095
160	644409
161	202178
162	590302
163	203543
164	1206108
165	1028979
166	1078242
167	568581
168	275375
169	234579
170	679118
171	1093392
172	273683
173	1120485
174	1108439
175	360980
176	604867
177	505268
178	283048
179	242382
180	883541
181	1014255
182	637185
183	843349
184	353397
185	1170113
186	1421338
187	412036
188	551706
189	324290
190	576188
191	391153
192	235097
193	1499694
194	568921
195	485556
196	327957
197	1095007
198	529408
199	352220
200	424808
201	215597
202	362888
203	986508
204	233478
205	1119154
206	683315
207	910237
208	630669
209	713278
210	1430455
211	558796
212	525020
213	1109194
214	1060609
215	198513
216	1272854
217	437413
218	924184
219	178014
220	898316
221	1046741
222	1108369
223	200362
224	1092964
225	1480578
226	379968
227	273073
228	562014
229	783464
230	309736
231	453381
232	1355921
233	555321
234	1085523
235	200062
236	306114
237	269364
238	1016366
239	1318754
240	292969
241	1175988
242	565874
243	233317
244	1217580
245	276331
246	844364
247	869024
248	466636
249	1016308
250	1306622
251	1159138
252	420027
253	549723
254	842304
255	924902
256	885684
257	532084
258	1102272
259	965429
260	481253
261	553344
262	1052434
263	1331993
264	494282
265	1096601
266	1440113
267	1228533
268	1290251
269	644859
270	379534
271	1249524
272	585393
273	857622
274	1100594
275	992420
276	285588
277	840261
278	838614
279	1116263
280	375897
281	463488
282	348446
283	1233557
284	1363133
285	221957
286	385177
287	1010626
288	676595
289	757713
290	234219
291	192277
292	388225
293	944795
294	495384
295	332176
296	814625
297	483139
298	895310
299	275906
300	196808
301	847241
302	1116698
303	1085948
304	566194
305	1370137
306	960176
