0	164567
1	77500
2	12595
3	99649
4	50551
5	157840
6	26835
7	43981
8	86206
9	134966
10	97620
11	58752
12	60942
13	97313
14	11711
15	162830
16	142590
17	81192
18	12852
19	80463
20	54147
21	5948
22	105816
23	104882
24	117212
25	54980
26	95969
27	77817
28	154350
29	139502
30	32010
31	34633
32	53353
33	25523
34	86314
35	87584
36	75061
37	71557
38	118527
39	89752
40	81138
41	38544
42	157210
43	151717
44	101316
45	99178
46	64654
47	143726
48	1490
49	133514
50	40733
51	112164
52	3176
53	116160
54	161958
55	157672
56	104717
57	124050
58	2020
59	1530
60	47219
61	133502
62	168742
63	26077
64	61353
65	90846
66	104574
67	115641
68	166526
69	72786
70	54984
71	96904
72	42817
73	171184
74	99906
75	128955
76	64477
77	152697
78	45780
79	89311
80	164067
81	23517
82	172216
83	12485
84	27706
85	31111
86	45874
87	58451
88	10545
89	150224
90	42415
91	18154
92	49908
93	131917
94	82468
95	10565
96	127409
97	113845
98	20708
99	158412
100	70409
101	153587
102	16155
103	154548
104	89317
105	173043
106	141316
107	99218
108	107015
109	27543
110	24118
111	823
112	169784
113	43375
114	143566
115	155124
116	107936
117	96376
118	165303
119	128979
120	59073
121	35899
122	55747
123	71072
124	146519
125	81142
126	139321
127	163397
128	147953
129	1048
130	33100
131	39500
132	175847
133	151574
134	3545
135	265
136	86476
137	23879
138	23946
139	44636
140	14675
141	38999
142	158361
143	12897
144	174355
145	111306
146	167321
147	125664
148	17659
149	154904
150	85273
151	81417
152	57286
153	63911
154	80311
155	111537
156	167718
157	37683
158	168712
159	37080
160	81061
161	35655
162	166303
163	52832
164	124355
165	47150
166	50793
167	20082
168	35900
169	13669
170	165389
171	136508
172	159631
173	34757
174	1626
175	23573
176	5535
177	13053
178	8897
179	108016
180	122069
181	53446
182	32196
183	152171
184	77643
185	98920
186	154348
187	35886
188	25863
189	161962
190	119220
191	43974
192	41119
193	14656
194	117038
195	123675
196	87518
197	119380
198	101027
199	51515
200	52850
201	61433
202	77153
203	151651
204	166985
205	81756
206	171555
207	166055
208	136855
209	29791
210	153035
211	130905
212	153141
213	33671
214	26917
215	173072
216	121408
217	42942
218	12870
219	90012
220	134806
221	62126
222	141801
223	102656
224	94099
225	30113
226	108691
227	109872
228	142226
229	49938
230	64156
231	169648
232	129577
233	75280
234	16568
235	53807
236	79737
237	54361
238	123964
239	93362
240	148106
241	131297
242	174138
243	3431
244	18783
245	86342
246	128772
247	17284
248	1576
249	119410
250	27822
251	153230
252	151452
253	46574
254	40492
255	132398
256	130740
257	134729
258	30299
259	4523
260	104049
261	104898
262	36241
263	46434
264	9894
265	117955
266	37900
267	51704
268	127899
269	14432
270	88091
271	128224
272	12962
273	68234
274	99222
275	19762
276	4843
277	161404
278	152395
279	43516
280	61343
281	31732
282	11021
283	4496
284	160794
285	143941
286	42963
287	66649
288	13839
289	21282
290	2212
291	23752
292	148568
293	96157
294	112769
295	128543
296	47165
297	36108
298	102098
299	155250
300	50431
301	30027
302	82577
303	157114
304	88483
305	59530
306	151163
307	84294
308	72702
309	63913
310	18666
311	143172
312	54355
313	103086
314	46073
315	73314
316	129008
317	19770
318	142651
319	162404
320	120797
321	29328
322	133853
323	105174
324	70410
325	78031
326	61284
327	32281
328	87793
329	104415
330	150008
331	29492
332	121445
333	105729
334	136692
335	148495
336	68503
337	58623
338	170179
339	12127
340	38971
341	161574
342	95542
343	145576
344	101824
345	152660
346	46671
347	61452
348	876
349	157675
350	14161
351	17347
352	46793
353	135508
354	3045
355	134829
356	32114
357	97155
358	132740
359	126398
360	21469
361	22858
362	106061
363	37151
364	17484
365	20185
366	151543
367	164321
368	161413
369	150982
370	108160
371	1787
372	101446
373	155454
374	13043
375	105124
376	165819
377	133995
378	165719
379	88853
380	23534
381	116717
382	153593
383	37544
384	12645
385	152685
386	40549
387	75103
388	89358
389	23849
390	130831
391	56456
392	77427
393	10736
394	161656
395	165595
396	9770
397	57305
398	105206
399	53864
400	52389
401	74823
402	64606
403	98674
404	69998
405	85737
406	94467
407	73437
408	13496
409	73938
410	122187
411	3637
412	5173
413	172014
414	127324
415	38159
416	144317
417	161511
418	56156
419	148751
420	24949
421	75339
422	49247
423	79006
424	90665
425	169165
426	99663
427	167099
428	74109
429	32063
430	20967
431	25120
432	56552
433	67922
434	21064
435	3490
436	159724
437	18579
438	11424
439	44125
440	164589
441	145819
442	81139
443	33479
444	136952
445	59470
446	134356
447	109219
448	59068
449	130836
450	170371
451	173188
452	50065
453	7165
454	9008
455	78761
456	77798
457	71705
458	74762
459	134879
460	70740
461	130791
462	13743
463	21867
464	173192
465	55103
466	76305
467	8733
468	15703
469	83808
470	149698
471	54169
472	132910
473	90813
474	5175
475	142690
476	130075
477	58420
478	12811
479	117332
480	84926
481	149940
482	163499
483	33440
484	13246
485	97235
486	168975
487	81978
488	82877
489	17993
490	48191
491	114036
492	3140
493	8122
494	21925
495	168428
496	151122
497	114040
498	51801
499	121285
500	74249
501	39447
502	144540
503	103362
504	76454
505	85601
506	112079
507	82753
508	80060
509	55352
510	48169
511	69512
512	28074
513	68221
514	132640
515	37379
516	160192
517	153321
518	7498
519	90826
520	128254
521	161787
522	16175
523	17717
524	124272
525	81843
526	107083
527	111073
528	61478
529	27058
530	24419
531	37983
532	148627
533	2978
534	162826
535	142276
536	136814
537	103182
538	10489
539	101687
540	143937
541	31620
542	2314
543	50290
544	160741
545	96233
546	161302
547	22598
548	7097
549	96685
550	42858
551	161329
552	149616
553	159149
554	103418
555	28191
556	31594
557	26323
558	146611
559	79932
560	95606
561	71799
562	35230
563	481
564	172793
565	74243
566	2673
567	61037
568	156815
569	13763
570	6107
571	1822
572	76902
573	21765
574	119849
575	132577
576	163233
577	100696
578	36964
579	13677
580	66802
581	130618
582	165847
583	13327
584	34589
585	112502
586	135392
587	37854
588	165081
589	155435
590	113039
591	164639
592	167819
593	126289
594	66147
595	37639
596	58155
597	57536
598	43242
599	123087
600	81087
601	83362
602	30255
603	22975
604	51688
605	64340
606	165513
607	152304
608	169159
609	64297
610	101125
611	70021
612	6825
613	50614
614	29832
615	28320
616	36971
617	162781
618	85881
619	97590
620	54152
621	29857
622	123851
623	23301
624	107970
625	169378
626	109821
627	93158
628	72768
629	39859
630	44952
631	44778
632	27178
633	59049
634	60235
635	57192
636	44546
637	18104
638	141303
639	39197
640	54910
641	9548
642	124711
643	61050
644	128680
645	36768
646	27174
647	163276
648	117794
649	80234
650	101938
651	1743
652	21961
653	123839
654	170259
655	47686
656	96227
657	19238
658	107422
659	37702
660	22608
661	135851
662	77485
663	86620
664	30611
665	65112
666	162837
667	65867
668	36649
669	118271
670	9748
671	51217
672	36878
673	48491
674	37966
675	171028
676	138124
677	150989
678	110295
679	144127
680	151197
681	139208
682	120271
683	66443
684	17051
685	77420
686	43265
687	9410
688	127164
689	31149
690	144122
691	115310
692	83770
693	171274
694	141201
695	149537
696	22094
697	93220
698	101967
699	124362
700	40251
701	74101
702	169966
703	174497
704	116036
705	70896
706	16078
707	2113
708	97785
709	136963
710	144389
711	3132
712	147770
713	49453
714	153209
715	80434
716	81166
717	99525
718	23957
719	36884
720	155264
721	25279
722	17102
723	11012
724	41288
725	88722
726	67569
727	67861
728	48329
729	71932
730	105846
731	70377
732	138498
733	52411
734	68458
735	3298
736	31754
737	60919
738	101981
739	2692
740	100931
741	97121
742	90838
743	91052
744	150988
745	799
746	72191
747	147294
748	93150
749	13913
750	76341
751	85989
752	82372
753	75043
754	108350
755	47601
756	163254
757	166402
758	35660
759	9304
760	2364
761	154118
762	843
763	59254
764	128887
765	134397
766	11682
767	101404
768	144484
769	9496
770	40054
771	71726
772	3529
773	22628
774	27034
775	148766
776	94836
777	68987
778	163932
779	172997
780	25800
781	136816
782	68596
783	160793
784	65658
785	16903
786	19198
787	127060
788	81218
789	149949
790	133750
791	153463
792	87804
793	51133
794	173858
795	139870
796	158891
797	27495
798	2634
799	141375
800	83203
801	126986
802	84684
803	1758
804	147115
805	46862
806	966
807	154390
808	172665
809	132338
810	30559
811	80392
812	166347
813	132217
814	154236
815	56162
816	134357
817	157878
818	93966
819	83251
820	2582
821	87874
822	141163
823	18638
824	1951
825	62608
826	138553
827	37410
828	43942
829	63470
830	167327
831	5758
832	31429
833	32621
834	47383
835	4756
836	120297
837	170365
838	65686
839	141841
840	51165
841	7902
842	10165
843	126420
844	168934
845	8185
846	39525
847	5238
848	141169
849	134294
850	89303
851	116092
852	146109
853	96625
854	133574
855	152011
856	121720
857	169070
858	72323
859	34776
860	112863
861	154072
862	112564
863	29563
864	168935
865	72767
866	48002
867	25044
868	70712
869	152435
870	58347
871	142384
872	164362
873	77746
874	67280
875	78092
876	70590
877	104479
878	150575
879	54553
880	80385
881	171226
882	99858
883	10511
884	104277
885	69276
886	10788
887	49917
888	36780
889	144206
890	117889
891	38756
892	119504
893	64019
894	172158
895	94813
896	112242
897	94337
898	80366
899	82738
900	50735
901	1111
902	27708
903	76013
904	124559
905	156032
906	10306
907	105814
908	153451
909	82955
910	98355
911	92404
912	32453
913	158051
914	134952
915	856
916	148983
917	96214
918	159413
919	83409
920	118318
921	140131
922	166371
923	60286
924	131710
925	20151
926	71885
927	104213
928	97942
929	138055
930	124823
931	13002
932	28423
933	126386
934	6686
935	154204
936	73355
937	24556
938	76051
939	86458
940	94294
941	9402
942	124937
943	53643
944	124309
945	76917
946	137383
947	15034
948	154064
949	111583
950	87808
951	2903
952	124633
953	152267
954	123480
955	134883
956	122670
957	40249
958	23191
959	100905
960	43780
961	31576
962	165915
963	92556
964	175217
965	58300
966	79080
967	14413
968	67588
969	118663
970	61351
971	150397
972	43020
973	142277
974	35914
975	8410
976	131369
977	13209
978	69968
979	3053
980	152595
981	111485
982	36925
983	78553
