0	3179
1	15689
2	9721
3	12854
4	8564
5	14829
6	14834
7	14720
8	8176
9	14089
10	10253
11	13289
12	15252
13	7377
14	8968
15	13441
16	7550
17	10696
18	951
19	2380
20	3452
21	3103
22	3440
23	4735
24	3172
25	15326
26	5589
27	206
28	549
29	11596
30	7659
31	2310
32	7443
33	13668
34	8163
35	12113
36	10089
37	13437
38	13259
39	8376
40	15716
41	4367
42	891
43	9044
44	5434
45	739
46	10983
47	6790
48	6637
49	4584
50	14983
51	13670
52	3502
53	1608
54	12967
55	11476
56	3568
57	5061
58	11817
59	7602
60	13392
61	913
62	5156
63	2942
64	3200
65	6507
66	3556
67	6603
68	7905
69	8340
70	5092
71	1128
72	9547
73	12568
74	9945
75	8603
76	7194
77	8035
78	10346
79	12440
80	12420
81	4649
82	8672
83	6928
84	16137
85	14237
86	15840
87	15637
88	5471
89	5140
90	2401
91	11105
92	13533
93	6317
94	1372
95	263
96	4397
97	7624
98	6806
99	13659
100	11331
101	2553
102	8002
103	7496
104	3256
105	3059
106	10558
107	15705
108	4432
109	5128
110	8707
111	3379
112	8713
113	11703
114	1009
115	13087
116	7358
117	1227
118	12396
119	13624
120	15633
121	11558
122	4787
123	13151
124	13208
125	10738
126	13893
127	7681
128	3520
129	5880
130	2007
131	6934
132	859
133	5849
134	7870
135	4576
136	1406
137	9762
138	5503
139	8500
140	3153
141	8703
142	537
143	7572
144	6130
145	4022
146	2332
147	2170
148	13844
149	11990
150	661
151	5844
152	11493
153	7786
154	8390
155	7595
156	14647
157	9043
158	7886
159	7302
160	5241
161	8213
162	69
163	12506
164	9837
165	6059
166	5853
167	13165
168	9174
169	15250
170	2449
171	8815
172	3091
173	8956
174	3781
175	4755
176	6689
177	2427
178	1641
179	10603
180	12327
181	12427
182	1924
183	5214
184	3343
185	5302
186	3964
187	1649
188	16057
189	2080
190	12090
191	7944
192	11918
193	4259
194	2488
195	14624
196	5102
197	7042
198	9718
199	15151
200	14954
201	13729
202	4687
203	11724
204	15822
205	10592
206	5300
207	6241
208	15392
209	15883
210	6418
211	6573
212	10531
213	12964
214	2714
215	9656
216	10086
217	2626
218	14534
219	11365
220	9483
221	4610
222	7732
223	15785
224	14052
225	4515
226	8157
227	14660
228	8723
229	12135
230	9811
231	7497
232	5308
233	6735
234	15068
235	141
236	10394
237	3315
238	8737
239	1264
240	4639
241	3408
242	2417
243	146
244	14747
245	7736
246	1052
247	16187
248	6060
249	5905
250	10387
251	14609
252	9737
253	13912
254	9706
255	11568
256	13618
257	8455
258	7949
259	15717
260	10677
261	179
262	15217
263	15366
264	13047
265	1260
266	10844
267	12335
268	12052
269	8770
270	6094
271	1965
272	15710
273	2775
274	496
275	8207
276	7485
277	7190
278	10907
279	5193
280	12084
281	769
282	6167
283	13021
284	3014
285	3164
286	3421
287	7393
288	11013
289	8673
290	1845
291	14100
292	14653
293	3107
294	12483
295	6943
296	2962
297	7983
298	8832
299	12455
300	8664
301	6626
302	4303
303	9928
304	46
305	14716
306	457
307	8607
